PWSName,RegistryID,PWSId,CitiesServed,StateCode,CountiesServed,PWSTypeCode,PrimarySourceCode,PopulationServedCount,QtrsWithVio,SeriousViolator,HealthFlag,RulesVio3yr,Viopaccr,Vioremain,Ifea,Feas,SDWAContaminantsInViol3yr,PbAle,CuAle,DFR URL,cons_demo.COUNTY,cons_demo.ACSTOTPOP,cons_demo.ACSIPOVBAS,cons_demo.25ABOVE,cons_demo.PCT_25ABOVE,cons_demo.PEOPCOLOR,cons_demo.PCT_PEOPCOLOR,cons_demo.LOWINCOME,cons_demo.PCT_LOWINCOME,cons_demo.LESSHS,cons_demo.PCT_LESSHS,cons_demo.LINGISO,cons_demo.PCT_LINGISO,cons_demo.UNDER5,cons_demo.PCT_UNDER5,cons_demo.OVER64,cons_demo.PCT_OVER64,cons_demo.AREALAND,cons_demo.AREAWATER
ROANOKE (THE UTIL. BD. OF THE CITY OF),110012989775,AL0001127,ROANOKE,AL,Randolph,CWS,SW,7575,1,No,No,1,2,1,6,,1009=Chlorite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001127&sys=SDWIS,Randolph,21984,21442,15409,0.70091885,5531,0.251592067,8870,0.413674098,3039,0.1382369,97,6.28807E-06,1255,0.057086972,4589,0.208742722,1503618358,9283013
ROANOKE MOTOR INN,110051008173,AL0001115,,AL,Randolph,TNCWS,GW,50,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001115&sys=SDWIS,Randolph,21984,21442,15409,0.70091885,5531,0.251592067,8870,0.413674098,3039,0.1382369,97,6.28807E-06,1255,0.057086972,4589,0.208742722,1503618358,9283013
ROBERTS CATFISH LODGE,110051159955,AL0001530,,AL,Morgan,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001530&sys=SDWIS,Morgan,122608,120432,84768,0.691374135,31011,0.252928031,41308,0.342998539,12983,0.105890317,698,8.63649E-07,7390,0.060273392,21461,0.175037518,1501335536,50196377
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1,2005=Endrin,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2010=BHC-GAMMA,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2015=Methoxychlor,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2020=Toxaphene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2031=Dalapon,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2032=Diquat,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2033=Endothall,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2034=Glyphosate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2035=Di(2-ethylhexyl) adipate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2036=OXAMYL,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2037=Simazine,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2039=Di(2-ethylhexyl) phthalate,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2040=Picloram,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2041=Dinoseb,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2042=Hexachlorocyclopentadiene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2046=Carbofuran,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2050=Atrazine,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2051=LASSO,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2065=Heptachlor,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2067=Heptachlor epoxide,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1," 2105=2,4-D",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1," 2110=2,4,5-TP",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2274=HEXACHLOROBENZENE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2306=Benzo(a)pyrene,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2326=Pentachlorophenol,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2383=Total Polychlorinated Biphenyls (PCB),,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1," 2931=1,2-DIBROMO-3-CHLOROPROPANE",,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2946=ETHYLENE DIBROMIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROBERTSDALE (CITY OF),110012968315,AL0000061,ROBERTSDALE,AL,Baldwin,CWS,GW,10905,11,No,No,1,18,1,12,1, 2959=Chlordane,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000061&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROCK HILL-RED HILL WATER BD.,110047605551,AL0000062,,AL,Baldwin,CWS,GWP,489,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000062&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROCK HOUSE CREEK RESORT,110050950878,AL0001741,,AL,Winston,TNCWS,GW,25,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001741&sys=SDWIS,Winston,23650,23263,17016,0.7194926,1595,0.06744186,10240,0.440183983,3520,0.148837209,74,6.29333E-06,1194,0.050486258,5074,0.214545455,1587657470,48873867
ROCK RUN COMMUNITY WTR SUPPLY,110047629438,AL0000205,ROCK RUN,AL,Cherokee,CWS,GW,120,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000205&sys=SDWIS,Cherokee,24975,24597,18436,0.738178178,2264,0.090650651,9611,0.390738708,3720,0.148948949,209,5.96392E-06,1089,0.043603604,5710,0.228628629,1433620850,120310807
ROCK-N-CHAIR TRUCK STOP,110051008477,AL0001218,,AL,Sumter,TNCWS,GW,50,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001218&sys=SDWIS,Sumter,12482,11650,7716,0.618170165,9382,0.751642365,6534,0.560858369,982,0.07867329,14,6.30294E-06,752,0.060246755,2344,0.187790418,2340898913,24634883
"ROCKFORD UTILITIES BOARD, INC",110012971766,AL0000353,ROCKFORD,AL,Coosa,CWS,SWP,3612,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000353&sys=SDWIS,Coosa,10442,10065,8165,0.781938326,3752,0.359318138,3533,0.351018381,1217,0.116548554,0,1.11615E-05,465,0.044531699,2476,0.237119326,1685846963,39991153
ROCKHOUSE CREEK RESORT,110051073645,AL0001416,,AL,Winston,TNCWS,GW,76,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001416&sys=SDWIS,Winston,23650,23263,17016,0.7194926,1595,0.06744186,10240,0.440183983,3520,0.148837209,74,6.29333E-06,1194,0.050486258,5074,0.214545455,1587657470,48873867
ROCKWOOD WATER AUTHORITY,110012978974,AL0000609,RUSSELLVILLE,AL,Franklin,CWS,SWP,240,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000609&sys=SDWIS,Franklin,32034,31660,21369,0.667072485,7750,0.241930449,14328,0.452558433,4381,0.136760941,493,4.26924E-06,2312,0.072173316,5279,0.164793657,1641845708,32639621
ROCKY BRANCH #4/HOLT REV.,110051098995,AL0001586,,AL,Tuscaloosa,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001586&sys=SDWIS,Tuscaloosa,223945,213541,140600,0.627832727,88354,0.394534372,73229,0.342927119,14563,0.06502936,907,2.90381E-07,13168,0.058800152,30071,0.134278506,3420980817,78702670
ROCKY POINT CAMPGROUND,110050926165,AL0000172,,AL,Chambers,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000172&sys=SDWIS,Chambers,34834,34350,24828,0.712751909,15739,0.451828673,14878,0.433129549,4275,0.122724924,80,3.52314E-06,2056,0.059022794,6828,0.196015387,1545085601,16971700
RODDAMS TRAILER PARK,110047667912,AL0000758,ARGO,AL,Jefferson,CWS,GW,19,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000758&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
ROES TRAILER COURT,110051008333,AL0001210,,AL,St. Clair,TNCWS,GW,50,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001210&sys=SDWIS,St. Clair,90412,88343,63434,0.701610406,13396,0.148166173,25004,0.283033178,8873,0.098139627,423,1.08547E-06,5103,0.056441623,15142,0.167477768,1635759714,56431801
ROGERSVILLE WATER WORKS & SEWER BOARD,110012981238,AL0000789,ROGERSVILLE,AL,Lauderdale,CWS,GW,5271,1,No,No,1,1,0,1,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000789&sys=SDWIS,Lauderdale,93342,91443,64344,0.68933599,15105,0.161824259,30709,0.33582669,7275,0.077939191,363,8.34985E-07,4742,0.050802425,18475,0.19792805,1730150447,133604580
ROLAND COOPER STATE PARK,110051062381,AL0001395,CAMDEN,AL,Wilcox,TNCWS,GW,200,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001395&sys=SDWIS,Wilcox,10686,10447,7154,0.669474078,7830,0.732734419,5789,0.554130372,1485,0.138966873,18,1.30046E-05,682,0.063821823,2116,0.198016096,2299540559,50592191
ROLLING WHEELS TRUCK STOP,110050983959,AL0000923,,AL,Marion,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000923&sys=SDWIS,Marion,29392,28908,21005,0.714650245,2678,0.091113228,12364,0.427701674,3921,0.133403647,102,4.53877E-06,1464,0.049809472,6113,0.207981764,1922660061,3180617
ROSE TRAIL PARK,110050963953,AL0000326,,AL,Colbert,TNCWS,GW,50,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000326&sys=SDWIS,Colbert,56789,56225,40390,0.711229287,12617,0.222173308,19393,0.344917741,5333,0.093909032,145,1.65365E-06,3182,0.056031978,11137,0.196111923,1535742270,79160396
ROSINTON ELEMENTARY SCHOOL,110050899792,AL0000063,,AL,Baldwin,NTNCWS,GW,170,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000063&sys=SDWIS,Baldwin,227131,223772,161977,0.713143516,39583,0.174273877,57840,0.258477379,14555,0.064081962,730,2.82137E-07,12035,0.052987043,46805,0.206070506,4117656514,1132955729
ROUPES VALLEY WATER AUTHORITY,110012976388,AL0000760,,AL,Jefferson,CWS,SWP,12240,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000760&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
ROYAL OAKS OF RIVERCHASE,110048350422,AL7380010,,AL,Jefferson,CWS,SWP,600,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL7380010&sys=SDWIS,Jefferson,672550,657834,458909,0.682341833,341746,0.508134711,219207,0.333225403,41479,0.061674225,4140,9.17021E-08,42432,0.06309122,106738,0.158706416,2878852336,32681614
RUBYS BAR-B-QUE,110051152836,AL0001522,,AL,Cherokee,TNCWS,GW,32,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001522&sys=SDWIS,Cherokee,24975,24597,18436,0.738178178,2264,0.090650651,9611,0.390738708,3720,0.148948949,209,5.96392E-06,1089,0.043603604,5710,0.228628629,1433620850,120310807
RUBYS RESTAURANT,110050961697,AL0001019,,AL,Mobile,TNCWS,GW,40,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001019&sys=SDWIS,Mobile,414620,408140,280280,0.675992475,181616,0.438030003,158729,0.388908218,34027,0.082067918,1257,1.97935E-07,26908,0.064897979,67460,0.162703198,3184064142,1074011171
RUSSELL CAVE NATIONAL MONUMENT,110050985314,AL0000727,BRIDGEPORT,AL,Jackson,TNCWS,GW,90,0,No,No,0,0,0,,,,,,https://echo.epa.gov/detailed-facility-report?fid=AL0000727&sys=SDWIS,Jackson,52548,52009,37709,0.717610566,5816,0.110679759,22738,0.437193563,6627,0.126113268,116,2.39996E-06,2708,0.051533836,10566,0.201073304,2792044654,126334707
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,,1005=Arsenic,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1010=Barium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1015=Cadmium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1020=Chromium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1024=CYANIDE,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1025=Fluoride,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1035=Mercury,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1036=Nickel,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1041=Nitrite,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,, 1045=Selenium,,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,," 1074=Antimony, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,," 1075=Beryllium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
RUSSELL COUNTY WATER AUTHORITY,110012985500,AL0001145,PHENIX CITY,AL,Russell,CWS,SWP,16800,10,No,No,3,7,7,,," 1085=Thallium, Total",,,https://echo.epa.gov/detailed-facility-report?fid=AL0001145&sys=SDWIS,Russell,58695,57811,39883,0.679495698,32584,0.555140983,24771,0.428482469,5881,0.100195928,350,1.70706E-06,3969,0.067620751,8448,0.143930488,1660652494,15564412
